54,2008-10-24,2008-11-03,1,54,53
55,2010-09-15,2010-09-25,1,55,55
56,2016-09-30,2016-10-15,1,56,60
57,2024-07-17,2024-07-17,3,57,61
58,2022-06-28,2022-06-30,1,58,64
59,2021-12-30,2021-12-31,3,59,64
60,2026-07-04,2026-07-07,3,60,65
61,2010-11-10,2010-11-20,2,61,67
62,2012-07-13,2012-07-15,1,62,71
63,2016-11-25,2016-12-13,1,63,71
64,2020-12-19,2020-12-25,2,64,72
65,2028-04-14,2028-04-15,1,65,72
66,2026-09-26,2026-09-27,1,66,73
67,2014-02-18,2014-03-10,1,67,73
68,2020-05-12,2020-05-28,2,68,74
69,2027-02-18,2027-03-10,2,69,74
70,2028-01-02,2028-01-08,1,70,75
71,2018-10-09,2018-10-17,1,71,77
72,2025-05-24,2025-06-11,1,72,78
73,2027-09-21,2027-10-05,1,73,78
74,2012-05-24,2012-06-19,2,74,79
75,2021-06-22,2021-06-29,3,75,79
76,2014-02-04,2014-02-11,1,76,80
77,2005-07-01,2005-07-08,1,77,81
78,2000-06-09,2000-06-14,1,78,81
79,2025-11-21,2025-12-07,1,79,83
80,2017-05-27,2017-06-18,2,80,83
81,2011-08-21,2011-08-24,3,81,84
82,2021-04-22,2021-04-22,1,82,85
83,2027-12-21,2028-01-17,1,83,85
84,2027-08-18,2027-08-25,2,84,87
85,2005-05-04,2005-05-13,2,85,87
86,2010-12-28,2011-01-14,3,86,91
87,2018-03-04,2018-03-22,2,87,91
88,2006-02-13,2006-02-17,2,88,93
89,2024-07-05,2024-07-06,3,89,94
90,2020-11-25,2020-12-02,1,90,94
91,2023-04-17,2023-04-22,3,91,95
92,2014-12-25,2015-01-14,1,92,96
93,2013-10-13,2013-10-27,3,93,96
94,2029-01-23,2029-02-14,1,94,98
95,2008-02-05,2008-02-17,2,95,100
96,2010-07-08,2010-07-29,2,96,100
97,2004-03-21,2004-04-07,3,97,101
98,2002-01-25,2002-01-31,2,98,102
99,2006-10-01,2006-10-28,3,99,104
100,2026-10-10,2026-10-24,3,100,104
101,2006-05-17,2006-06-02,1,101,105
102,2023-12-21,2023-12-22,2,102,105
103,2024-01-08,2024-01-22,1,103,106
104,2024-10-25,2024-10-25,1,104,107
105,2006-06-01,2006-06-25,3,105,107
106,2010-11-06,2010-11-13,1,106,109
107,2000-12-08,2000-12-23,1,107,109
108,2004-01-26,2004-02-19,3,108,110
109,2009-03-04,2009-03-16,1,109,114
110,2026-06-20,2026-07-01,3,110,120
111,2001-07-17,2001-07-22,3,111,120
112,2004-12-13,2005-01-07,3,112,122
113,2025-12-26,2026-01-07,2,113,123
114,2030-11-01,2030-11-21,1,114,124
115,2000-02-04,2000-02-04,1,115,125
116,2013-12-10,2013-12-14,1,116,125
117,2026-06-23,2026-07-03,1,117,126
118,2026-10-19,2026-11-16,2,118,126
119,2021-04-22,2021-05-08,3,119,128
120,2000-09-28,2000-10-28,2,120,128
121,2009-05-01,2009-05-16,1,121,130
122,2011-08-08,2011-08-09,1,122,130
123,2013-02-21,2013-03-05,1,123,131
124,2007-01-14,2007-01-17,2,124,132
125,2004-07-20,2004-08-17,3,125,132
126,2021-10-22,2021-10-26,3,126,134
127,2011-03-06,2011-04-04,1,127,134
128,2024-04-30,2024-05-18,2,128,135
129,2011-06-03,2011-06-26,2,129,135
130,2014-03-30,2014-04-05,1,130,136
131,2028-11-01,2028-11-06,1,131,136
132,2017-03-22,2017-04-19,1,132,137
133,2021-11-05,2021-11-10,3,133,138
134,2030-07-25,2030-08-02,1,134,140
135,2027-01-17,2027-02-04,1,135,140
136,2014-04-04,2014-05-01,1,136,142
137,2002-12-12,2003-01-07,2,137,143
138,2029-01-16,2029-02-05,1,138,143
139,2013-04-08,2013-04-29,1,139,145
140,2016-03-09,2016-03-16,3,140,145
141,2009-10-10,2009-11-05,3,141,146
142,2002-10-28,2002-11-14,1,142,146
143,2003-09-15,2003-09-26,1,143,147
144,2008-04-20,2008-05-09,2,144,147
145,2005-08-14,2005-09-07,2,145,149
146,2023-07-17,2023-08-04,3,146,149
147,2021-02-15,2021-02-25,3,147,150
148,2011-10-28,2011-11-20,1,148,151
149,2022-06-01,2022-06-22,1,149,151
150,2016-03-16,2016-04-04,2,150,152
151,2016-05-16,2016-06-12,1,151,153
152,2019-06-08,2019-06-13,2,152,153
153,2011-01-27,2011-02-19,3,153,154
154,2016-04-25,2016-05-22,1,154,156
155,2012-05-30,2012-06-06,1,155,159
156,2018-02-15,2018-03-16,3,156,160
157,2018-07-02,2018-07-07,2,157,161
158,2015-10-22,2015-10-25,1,158,162
159,2007-05-23,2007-06-03,3,159,162
160,2029-05-24,2029-06-08,1,160,164
161,2008-07-06,2008-07-07,1,161,166
162,2027-05-24,2027-06-20,2,162,166
163,2000-05-06,2000-05-18,2,163,167
164,2023-03-17,2023-04-10,1,164,168
165,2012-01-16,2012-02-08,1,165,171
166,2004-09-19,2004-10-11,1,166,172
167,2017-10-06,2017-10-10,1,167,172
168,2017-04-06,2017-04-08,2,168,173
169,2015-02-25,2015-03-09,1,169,174
170,2028-10-24,2028-11-19,2,170,175
171,2005-10-14,2005-10-30,2,171,176
172,2024-08-24,2024-09-17,1,172,178
173,2027-06-27,2027-07-08,3,173,178
174,2023-02-13,2023-03-04,1,174,179
175,2016-01-21,2016-02-10,3,175,179
176,2012-04-23,2012-05-11,3,176,180
177,2003-07-31,2003-08-01,2,177,181
178,2014-05-17,2014-05-24,1,178,181
179,2008-04-05,2008-04-17,1,179,182
180,2006-01-21,2006-02-15,2,180,182
181,2029-05-16,2029-05-20,3,181,183
182,2008-07-05,2008-07-26,2,182,184
183,2004-06-19,2004-06-22,1,183,184
184,2009-08-19,2009-09-04,2,184,187
185,2023-03-24,2023-04-04,1,185,188
186,2026-02-13,2026-02-28,1,186,188
187,2021-12-10,2021-12-19,1,187,189
188,2021-09-27,2021-10-08,3,188,190
189,2019-06-02,2019-06-07,1,189,190
190,2015-02-06,2015-02-16,3,190,191
191,2022-04-13,2022-05-04,2,191,191
192,2018-10-26,2018-11-10,2,192,194
193,2019-08-09,2019-09-02,3,193,194
194,2004-01-01,2004-01-30,1,194,198
195,2028-03-03,2028-03-21,3,195,198
196,2012-08-12,2012-08-17,3,196,199
197,2000-07-15,2000-07-18,3,197,200
198,2027-03-17,2027-04-09,1,198,200
199,2021-11-03,2021-12-02,1,199,201
200,2018-06-20,2018-06-30,1,200,201
201,2018-11-02,2018-11-20,1,201,202
202,2002-05-04,2002-05-06,1,202,204
203,2027-07-19,2027-08-05,3,203,204
204,2012-10-01,2012-10-22,1,204,205
205,2025-10-17,2025-10-24,1,205,205
206,2021-01-23,2021-02-20,2,206,208
207,2011-07-26,2011-08-03,1,207,208
208,2004-06-03,2004-06-14,3,208,210
209,2004-04-09,2004-04-23,1,209,210
210,2029-10-15,2029-10-18,2,210,212
211,2009-07-29,2009-08-16,1,211,213
212,2000-08-05,2000-08-28,1,212,214
213,2009-08-10,2009-08-16,1,213,214
214,2008-08-16,2008-09-11,1,214,215
215,2020-01-23,2020-01-24,1,215,215
216,2006-02-18,2006-03-18,2,216,217
217,2013-04-17,2013-05-08,3,217,218
218,2016-11-02,2016-11-07,2,218,218
219,2021-08-30,2021-09-06,2,219,221
220,2006-09-18,2006-09-26,3,220,221
221,2011-05-22,2011-06-04,1,221,222
222,2011-03-12,2011-04-04,2,222,222
223,2029-01-19,2029-01-29,1,223,223
224,2000-06-12,2000-06-20,2,224,225
225,2020-12-27,2021-01-24,3,225,226
226,2003-09-21,2003-10-08,2,226,226
227,2028-08-07,2028-08-18,1,227,227
228,2026-06-26,2026-07-21,3,228,228
229,2001-01-31,2001-02-22,3,229,228
230,2009-02-25,2009-03-24,3,230,229
231,2007-06-08,2007-06-19,1,231,230
232,2017-07-28,2017-08-23,2,232,231
233,2002-04-06,2002-04-07,2,233,232
234,2010-08-13,2010-08-20,2,234,233
235,2023-05-21,2023-06-04,1,235,234
236,2017-07-28,2017-07-30,1,236,234
237,2016-10-09,2016-10-11,1,237,236
238,2015-05-12,2015-05-18,1,238,236
239,2000-08-16,2000-08-31,1,239,238
240,2008-01-02,2008-01-29,2,240,240
241,2012-05-19,2012-06-02,2,241,243
242,2028-02-11,2028-02-26,1,242,244
243,2029-12-04,2029-12-31,1,243,244
244,2019-06-20,2019-06-29,1,244,245
245,2030-08-17,2030-08-30,1,245,246
246,2002-11-01,2002-11-10,2,246,247
247,2021-09-23,2021-10-13,2,247,248
248,2022-06-09,2022-06-17,2,248,250
249,2003-02-11,2003-03-04,1,249,250
250,2011-03-21,2011-04-12,1,250,251
251,2016-10-24,2016-11-19,1,251,251
252,2015-08-25,2015-08-26,1,252,252
253,2011-02-11,2011-02-13,1,253,254
254,2025-03-01,2025-03-12,1,254,254
255,2019-01-10,2019-01-31,1,255,255
256,2019-02-13,2019-02-14,1,256,256
257,2017-06-23,2017-06-25,1,257,261
258,2015-09-06,2015-09-25,1,258,261
259,2020-08-12,2020-08-20,1,259,262
260,2020-06-03,2020-06-22,3,260,262
261,2025-11-10,2025-11-19,2,261,263
262,2028-06-14,2028-07-09,1,262,264
263,2011-01-01,2011-01-02,1,263,265
264,2021-11-17,2021-12-15,1,264,265
265,2017-11-03,2017-11-05,1,265,266
266,2016-01-01,2016-01-06,2,266,267
267,2002-06-02,2002-06-05,2,267,267
268,2018-04-29,2018-05-22,1,268,268
269,2028-05-22,2028-05-29,2,269,270
270,2023-10-15,2023-11-04,3,270,270
271,2012-09-05,2012-09-17,1,271,271
272,2023-01-11,2023-01-26,1,272,271
273,2025-06-15,2025-06-15,1,273,272
274,2021-02-17,2021-03-14,2,274,273
275,2001-05-03,2001-06-01,2,275,273
276,2013-08-13,2013-08-17,1,276,275
277,2011-06-02,2011-06-02,3,277,276
278,2019-05-26,2019-06-14,1,278,277
279,2001-11-13,2001-12-08,1,279,277
280,2021-11-19,2021-12-05,1,280,279
281,2022-10-12,2022-10-24,1,281,279
282,2012-06-19,2012-07-10,1,282,280
283,2006-05-02,2006-05-22,1,283,282
284,2026-09-09,2026-09-28,3,284,283
285,2022-11-08,2022-11-17,1,285,283
286,2004-04-19,2004-05-12,1,286,284
287,2012-02-03,2012-02-25,3,287,285
288,2021-03-21,2021-04-16,1,288,286
289,2021-05-27,2021-05-31,2,289,286
290,2016-05-29,2016-06-06,3,290,287
291,2020-05-18,2020-06-01,1,291,289
292,2016-12-28,2017-01-20,3,292,289
293,2019-05-10,2019-05-15,1,293,290
294,2012-05-20,2012-06-16,1,294,291
295,2005-06-07,2005-06-19,3,295,291
296,2022-10-17,2022-10-26,3,296,292
297,2029-06-12,2029-06-23,1,297,292
298,2020-03-25,2020-03-29,2,298,294
299,2008-12-10,2009-01-06,1,299,294
300,2030-01-12,2030-02-06,1,300,296
301,2027-12-30,2028-01-23,2,301,296
302,2015-10-24,2015-11-15,1,302,297
303,2004-10-07,2004-10-25,1,303,297
304,2022-12-21,2023-01-04,1,304,298
305,2024-10-23,2024-11-02,2,305,298
306,2018-09-21,2018-09-26,1,306,300
307,2023-01-04,2023-01-24,1,307,300
308,2029-06-07,2029-06-21,2,308,301
309,2023-06-17,2023-07-11,2,309,302
310,2021-12-08,2021-12-18,1,310,303
311,2007-02-04,2007-02-24,1,311,303
312,2030-05-05,2030-05-30,1,312,304
313,2014-12-28,2015-01-16,1,313,304
314,2016-02-24,2016-03-20,2,314,305
315,2023-12-18,2024-01-14,3,315,306
316,2013-12-25,2013-12-26,1,316,307
317,2018-02-25,2018-03-18,1,317,309
318,2010-02-20,2010-03-17,1,318,311
319,2029-07-19,2029-08-17,1,319,312
320,2007-07-18,2007-08-07,3,320,312
321,2013-05-01,2013-05-27,1,321,313
322,2023-05-15,2023-05-18,1,322,313
323,2024-04-21,2024-05-18,3,323,314
324,2010-03-16,2010-04-14,2,324,314
325,2018-10-17,2018-11-10,3,325,315
326,2020-08-16,2020-08-29,3,326,316
327,2002-04-14,2002-04-14,1,327,319
328,2015-07-24,2015-08-05,2,328,320
329,2017-07-12,2017-08-06,3,329,323
330,2013-09-24,2013-10-19,3,330,324
331,2009-02-09,2009-02-20,3,331,325
332,2007-01-03,2007-01-16,2,332,326
333,2006-06-06,2006-06-13,3,333,326
334,2002-01-25,2002-02-18,1,334,327
335,2016-09-28,2016-10-07,1,335,327
336,2002-09-18,2002-09-24,1,336,328
337,2030-10-17,2030-11-14,3,337,328
338,2012-09-11,2012-10-07,3,338,331
339,2016-07-15,2016-07-24,3,339,331
340,2027-01-07,2027-01-13,2,340,332
341,2027-10-07,2027-10-16,1,341,333
342,2013-05-08,2013-05-18,1,342,333
343,2027-02-23,2027-03-03,1,343,334
344,2001-06-15,2001-06-16,3,344,334
345,2028-02-23,2028-03-24,2,345,335
346,2027-02-01,2027-02-23,3,346,335
347,2022-01-25,2022-02-22,1,347,336
348,2008-05-10,2008-06-05,2,348,337
349,2023-05-21,2023-06-11,1,349,338
350,2019-12-17,2020-01-04,1,350,340
351,2022-06-21,2022-07-16,3,351,341
352,2004-10-21,2004-11-14,2,352,341
353,2007-09-17,2007-10-16,2,353,344
354,2022-07-12,2022-07-19,1,354,345
355,2011-02-24,2011-03-17,1,355,346
356,2017-09-28,2017-10-22,3,356,346
357,2026-01-04,2026-01-21,3,357,347
358,2025-01-06,2025-01-29,3,358,348
359,2018-05-24,2018-06-19,2,359,348
360,2016-06-01,2016-06-24,1,360,349
361,2002-10-14,2002-11-09,1,361,349
362,2000-08-10,2000-09-03,1,362,353
363,2025-01-21,2025-01-26,3,363,353
364,2007-12-15,2007-12-24,1,364,354
365,2008-10-30,2008-11-20,3,365,354
366,2000-11-13,2000-12-10,2,366,355
367,2010-09-10,2010-10-01,1,367,355
368,2000-11-06,2000-11-30,1,368,357
369,2001-02-19,2001-03-09,2,369,357
370,2011-10-19,2011-10-24,3,370,358
371,2014-09-02,2014-10-01,2,371,358
372,2008-03-03,2008-03-07,2,372,359
373,2028-07-19,2028-07-31,2,373,362
374,2001-04-30,2001-05-18,2,374,363
375,2014-02-20,2014-03-20,1,375,364
376,2013-03-02,2013-03-29,2,376,364
377,2024-11-04,2024-11-10,2,377,365
378,2018-10-02,2018-10-16,2,378,366
379,2002-01-12,2002-02-07,1,379,366
380,2020-08-27,2020-09-21,1,380,367
381,2002-01-24,2002-02-12,1,381,367
382,2022-05-29,2022-06-21,1,382,368
383,2009-11-02,2009-11-15,2,383,371
384,2007-07-24,2007-08-20,1,384,372
385,2017-04-23,2017-05-11,1,385,373
386,2018-02-15,2018-03-06,2,386,373
387,2007-12-12,2007-12-21,1,387,375
388,2020-12-11,2020-12-16,1,388,375
389,2019-05-18,2019-05-30,1,389,376
390,2008-10-01,2008-10-30,1,390,376
391,2015-04-28,2015-05-19,1,391,377
392,2030-08-03,2030-08-26,3,392,378
393,2006-11-12,2006-11-19,2,393,378
394,2016-05-16,2016-06-07,3,394,381
395,2020-11-09,2020-12-07,1,395,381
396,2027-05-24,2027-06-04,3,396,382
397,2009-02-20,2009-03-01,1,397,383
398,2005-09-14,2005-10-03,1,398,383
399,2019-10-22,2019-11-17,1,399,384
400,2000-09-22,2000-09-25,3,400,384
401,2016-03-29,2016-04-16,1,401,388
402,2005-01-24,2005-02-13,3,402,389
403,2005-11-22,2005-12-13,2,403,390
404,2018-02-10,2018-03-06,2,404,392
405,2028-02-07,2028-03-01,1,405,392
406,2005-09-03,2005-09-19,3,406,393
407,2019-08-20,2019-09-08,3,407,393
408,2018-12-04,2018-12-07,1,408,394
409,2026-02-24,2026-03-18,3,409,394
410,2027-10-13,2027-10-29,1,410,395
411,2026-12-11,2027-01-07,1,411,396
412,2008-12-20,2008-12-22,2,412,397
413,2003-10-04,2003-10-16,1,413,398
414,2028-01-15,2028-02-09,1,414,402
415,2022-05-11,2022-05-13,3,415,402
416,2018-08-23,2018-09-08,1,416,403
417,2006-11-25,2006-12-18,1,417,403
418,2004-10-13,2004-11-07,3,418,409
419,2018-11-01,2018-11-11,1,419,409
420,2006-12-01,2006-12-23,2,420,410
421,2030-02-22,2030-02-23,1,421,411
422,2004-09-23,2004-10-05,1,422,412
423,2013-08-18,2013-09-16,1,423,413
424,2011-11-01,2011-11-30,3,424,414
425,2009-04-04,2009-04-17,3,425,414
426,2004-11-26,2004-12-24,3,426,415
427,2003-12-13,2003-12-19,1,427,416
428,2023-01-04,2023-01-31,1,428,417
429,2027-12-27,2028-01-24,3,429,417
430,2003-03-31,2003-04-25,2,430,422
431,2028-03-26,2028-03-30,2,431,424
432,2008-11-23,2008-11-24,1,432,426
433,2021-10-15,2021-11-06,1,433,426
434,2027-01-16,2027-01-21,1,434,427
435,2000-12-03,2000-12-18,3,435,428
436,2001-02-04,2001-02-23,3,436,429
437,2014-06-20,2014-06-30,3,437,432
438,2019-04-24,2019-05-02,3,438,432
439,2010-06-29,2010-07-05,2,439,433
440,2002-07-02,2002-07-19,3,440,433
441,2000-09-08,2000-09-12,3,441,434
442,2023-06-29,2023-07-25,2,442,434
443,2028-03-26,2028-04-12,1,443,435
444,2003-07-04,2003-07-08,1,444,435
445,2008-09-20,2008-10-16,1,445,436
446,2024-09-16,2024-09-25,1,446,437
447,2009-12-28,2010-01-25,3,447,439
448,2004-02-05,2004-02-12,1,448,439
449,2009-11-15,2009-11-28,2,449,440
450,2018-06-20,2018-07-16,2,450,440
451,2006-02-15,2006-03-04,2,451,442
452,2016-12-19,2016-12-26,2,452,442
453,2008-04-02,2008-04-10,2,453,444
454,2006-08-08,2006-09-01,2,454,445
455,2020-11-24,2020-11-27,1,455,445
456,2026-11-16,2026-12-13,3,456,446
457,2012-09-09,2012-09-11,1,457,447
458,2027-06-17,2027-06-27,2,458,449
459,2029-02-07,2029-02-24,2,459,449
460,2018-01-06,2018-01-29,1,460,451
461,2028-09-02,2028-09-04,1,461,452
462,2021-12-17,2022-01-13,1,462,454
463,2022-08-28,2022-08-31,1,463,456
464,2014-03-27,2014-04-24,1,464,456
465,2023-04-23,2023-04-29,1,465,457
466,2008-01-27,2008-02-11,3,466,458
467,2022-06-06,2022-06-16,1,467,458
468,2027-02-19,2027-02-27,1,468,460
469,2023-05-21,2023-05-21,2,469,461
470,2027-03-09,2027-03-15,1,470,461
471,2009-02-27,2009-03-16,2,471,462
472,2010-10-04,2010-10-14,1,472,462
473,2022-08-08,2022-08-10,3,473,464
474,2011-05-15,2011-06-05,2,474,464
475,2022-10-16,2022-11-14,2,475,466
476,2006-05-21,2006-06-16,2,476,467
477,2023-01-31,2023-02-21,3,477,469
478,2018-10-10,2018-10-17,3,478,470
479,2000-09-27,2000-10-01,3,479,471
480,2010-03-31,2010-04-25,2,480,471
481,2013-07-08,2013-07-21,1,481,472
482,2004-06-02,2004-06-30,1,482,473
483,2018-04-18,2018-04-25,3,483,474
484,2012-05-23,2012-05-26,3,484,474
485,2005-06-12,2005-06-21,3,485,476
486,2011-11-20,2011-12-01,1,486,476
487,2024-07-12,2024-07-29,1,487,477
488,2009-05-05,2009-06-02,3,488,478
489,2015-11-02,2015-12-01,3,489,478
490,2006-05-19,2006-05-30,1,490,480
491,2026-08-17,2026-09-07,3,491,481
492,2002-09-24,2002-10-21,2,492,481
493,2010-02-05,2010-02-21,1,493,482
494,2027-05-09,2027-06-07,3,494,482
495,2011-03-30,2011-04-23,2,495,483
496,2011-12-16,2011-12-23,1,496,484
497,2019-08-09,2019-08-11,2,497,484
498,2006-06-15,2006-06-28,1,498,485
499,2013-04-22,2013-05-13,1,499,486
500,2013-05-28,2013-06-19,3,500,486
501,2018-03-28,2018-04-01,3,501,489
502,2008-12-16,2008-12-26,1,502,491
503,2011-12-30,2012-01-06,2,503,492
504,2030-01-01,2030-01-02,1,504,492
505,2012-05-20,2012-06-12,1,505,493
506,2013-04-09,2013-04-28,1,506,493
507,2010-05-06,2010-05-12,2,507,494
508,2018-04-29,2018-05-12,1,508,495
509,2024-10-22,2024-11-09,1,509,496
510,2013-06-07,2013-06-23,3,510,496
511,2005-01-31,2005-02-04,2,511,497
512,2010-10-17,2010-10-29,2,512,499
513,2003-09-25,2003-10-22,1,513,499
514,2020-08-08,2020-09-05,2,514,501
515,2025-07-04,2025-07-22,3,515,501
516,2022-10-05,2022-10-06,3,516,502
517,2021-01-04,2021-01-29,1,517,502
518,2016-04-27,2016-05-22,1,518,503
519,2021-07-23,2021-07-29,3,519,506
520,2001-08-07,2001-09-05,1,520,506
521,2007-06-19,2007-07-18,1,521,507
522,2028-06-29,2028-07-05,1,522,507
523,2018-01-31,2018-02-07,3,523,508
524,2002-05-02,2002-05-24,1,524,509
525,2005-08-15,2005-08-17,1,525,509
526,2019-08-01,2019-08-17,2,526,511
527,2006-09-05,2006-09-06,1,527,511
528,2003-06-24,2003-07-12,3,528,512
529,2017-10-18,2017-10-23,1,529,512
530,2015-03-15,2015-04-08,1,530,514
531,2008-03-18,2008-04-14,2,531,518
532,2008-12-07,2008-12-18,1,532,518
533,2021-08-09,2021-08-20,1,533,520
534,2023-12-13,2024-01-03,1,534,521
535,2008-07-28,2008-08-03,3,535,524
536,2010-11-15,2010-12-12,2,536,524
537,2013-12-14,2014-01-02,2,537,525
538,2011-02-16,2011-03-06,1,538,526
539,2010-10-08,2010-10-12,2,539,527
540,2006-12-16,2007-01-08,1,540,527
541,2017-06-11,2017-06-26,3,541,529
542,2030-02-20,2030-03-13,1,542,530
543,2004-06-09,2004-07-05,2,543,530
544,2006-01-18,2006-02-15,1,544,532
545,2024-09-15,2024-09-16,1,545,532
546,2016-01-23,2016-01-30,1,546,533
547,2022-08-11,2022-09-02,2,547,534
548,2023-08-12,2023-09-01,3,548,535
549,2023-05-13,2023-05-15,1,549,538
550,2015-05-13,2015-05-22,1,550,538
551,2028-03-13,2028-03-25,3,551,539
552,2023-01-14,2023-01-19,1,552,541
553,2007-01-14,2007-02-08,3,553,543
554,2003-11-14,2003-11-24,1,554,544
555,2024-08-28,2024-09-24,1,555,544
556,2003-07-29,2003-08-25,3,556,545
557,2010-08-05,2010-09-01,3,557,546
558,2012-02-01,2012-02-12,1,558,547
559,2027-08-06,2027-08-31,2,559,551
560,2002-02-24,2002-03-11,1,560,551
561,2026-03-19,2026-04-12,3,561,552
562,2004-01-11,2004-02-09,1,562,555
563,2013-11-23,2013-12-21,3,563,555
564,2021-07-15,2021-08-09,2,564,556
565,2007-12-05,2008-01-02,1,565,556
566,2011-04-30,2011-05-19,2,566,559
567,2027-03-11,2027-04-08,1,567,559
568,2012-09-23,2012-10-08,2,568,560
569,2011-06-28,2011-07-07,1,569,560
570,2006-08-24,2006-08-31,2,570,562
571,2018-03-17,2018-03-18,1,571,563
572,2000-05-07,2000-06-05,2,572,563
573,2029-01-23,2029-02-05,1,573,565
574,2016-11-16,2016-12-02,1,574,565
575,2015-05-26,2015-05-28,3,575,566
576,2019-12-20,2020-01-01,1,576,567
577,2019-06-23,2019-07-21,3,577,567
578,2029-01-15,2029-02-09,1,578,568
579,2000-12-01,2000-12-08,1,579,568
580,2005-09-30,2005-10-06,2,580,570
581,2020-03-26,2020-04-06,1,581,571
582,2014-06-02,2014-06-23,3,582,572
583,2017-12-25,2018-01-14,3,583,574
584,2000-02-08,2000-02-18,3,584,575
585,2009-01-11,2009-01-27,3,585,576
586,2001-07-16,2001-08-04,1,586,576
587,2015-08-22,2015-08-25,1,587,577
588,2005-09-25,2005-10-20,3,588,578
589,2030-07-31,2030-08-09,3,589,578
590,2024-11-28,2024-12-20,1,590,579
591,2015-02-10,2015-02-18,1,591,580
592,2009-12-28,2010-01-10,1,592,580
593,2025-04-02,2025-05-01,2,593,581
594,2015-11-22,2015-12-11,2,594,581
595,2012-12-18,2012-12-23,1,595,582
596,2019-10-12,2019-10-29,3,596,582
597,2018-02-06,2018-02-10,3,597,583
598,2007-03-05,2007-03-22,1,598,583
599,2016-05-02,2016-05-08,2,599,584
600,2021-02-10,2021-02-16,3,600,584
601,2009-02-10,2009-02-19,1,601,586
602,2004-01-28,2004-02-10,1,602,587
603,2015-12-25,2016-01-15,1,603,588
604,2016-01-03,2016-01-24,3,604,589
605,2021-05-13,2021-06-03,2,605,589
606,2024-02-24,2024-02-25,2,606,593
607,2018-04-04,2018-05-04,2,607,595
608,2010-04-30,2010-05-07,2,608,596
609,2000-02-17,2000-03-16,1,609,596
610,2017-07-12,2017-07-29,2,610,597
611,2011-03-27,2011-04-26,1,611,597
612,2015-12-08,2015-12-29,1,612,598
613,2030-07-05,2030-07-27,3,613,599
614,2000-04-14,2000-04-15,1,614,600
615,2005-11-19,2005-11-30,1,615,600
616,2020-05-26,2020-06-05,3,616,601
617,2025-10-25,2025-11-14,1,617,602
618,2027-12-20,2027-12-27,1,618,603
619,2028-08-21,2028-08-31,3,619,603
620,2025-01-23,2025-02-11,3,620,604
621,2025-07-06,2025-07-29,3,621,605
622,2006-03-17,2006-03-23,3,622,605
623,2021-04-05,2021-04-16,1,623,608
624,2022-06-15,2022-06-16,3,624,608
625,2019-07-02,2019-07-23,3,625,609
626,2027-02-09,2027-02-18,1,626,611
627,2014-01-22,2014-02-14,2,627,611
628,2004-11-22,2004-12-21,1,628,612
629,2028-03-19,2028-04-07,1,629,613
630,2006-08-30,2006-08-30,1,630,615
631,2020-11-19,2020-11-23,1,631,616
632,2030-05-19,2030-06-01,1,632,617
633,2011-07-27,2011-08-03,2,633,619
634,2022-11-03,2022-11-30,2,634,621
635,2022-11-30,2022-12-14,2,635,621
636,2014-10-12,2014-10-23,1,636,622
