80,80,2017-01-01,439978
81,81,2011-05-19,54376
82,82,2021-03-15,5768
83,83,2027-09-19,506371
84,84,2027-04-19,144289
85,85,2005-01-16,176955
86,86,2010-11-30,404039
87,87,2017-10-23,290403
88,88,2005-09-19,50566
89,89,2024-06-16,21445
90,90,2020-10-24,39000
91,91,2023-02-27,134795
92,92,2014-11-23,115360
93,93,2013-09-16,369198
94,94,2028-11-08,126896
95,95,2008-01-04,221540
96,96,2010-04-19,274806
97,97,2003-12-27,283192
98,98,2001-08-30,113670
99,99,2006-05-21,672765
100,100,2026-06-15,357870
101,101,2006-01-16,295251
102,102,2023-09-17,12032
103,103,2023-09-26,113005
104,104,2024-09-20,9654
105,105,2006-02-04,561479
106,106,2010-07-16,129024
107,107,2000-11-20,172434
108,108,2004-01-11,240864
109,109,2008-11-12,55200
110,110,2026-03-06,151456
111,111,2001-04-03,111795
112,112,2004-09-21,664630
113,113,2025-10-16,273200
114,114,2030-08-22,257025
115,115,2000-01-17,7432
116,116,2013-10-26,87692
117,117,2026-04-09,131939
118,118,2026-06-12,415181
119,119,2021-02-27,268064
120,120,2000-07-08,519240
121,121,2009-02-06,99000
122,122,2011-07-21,4600
123,123,2012-10-06,118885
124,124,2006-11-03,27300
125,125,2004-06-04,801218
126,126,2021-05-26,68328
127,127,2010-12-04,109272
128,128,2024-02-18,328906
129,129,2011-04-06,602652
130,130,2013-12-19,32592
131,131,2028-07-16,82573
132,132,2016-11-17,337570
133,133,2021-07-30,84002
134,134,2030-03-06,98760
135,135,2026-11-27,231577
136,136,2013-12-25,271405
137,137,2002-07-29,130000
138,138,2028-08-21,286900
139,139,2013-02-09,138600
140,140,2015-12-07,186193
141,141,2009-08-01,579202
142,142,2002-08-30,292652
143,143,2003-05-18,120324
144,144,2008-02-11,202634
145,145,2005-05-07,404280
146,146,2023-05-16,561919
147,147,2020-10-11,233392
148,148,2011-07-27,57500
149,149,2022-02-05,258941
150,150,2015-11-11,402660
151,151,2016-03-16,101736
152,152,2019-04-16,124823
153,153,2010-11-12,458345
154,154,2016-02-21,162450
155,155,2012-02-13,130282
156,156,2017-12-24,671952
157,157,2018-02-16,104735
158,158,2015-08-15,17304
159,159,2006-12-30,253223
160,160,2029-02-24,114330
161,161,2008-02-20,6600
162,162,2027-01-13,245700
163,163,2000-04-06,207173
164,164,2023-01-12,175482
165,165,2011-11-14,497608
166,166,2004-05-02,466093
167,167,2017-07-02,44179
168,168,2016-12-28,42916
169,169,2015-01-23,204848
170,170,2028-09-09,788393
171,171,2005-08-29,274715
172,172,2024-08-03,332761
173,173,2027-03-12,234394
174,174,2022-11-27,89400
175,175,2015-10-24,293405
176,176,2011-12-23,619905
177,177,2003-05-28,18945
178,178,2014-01-09,56711
179,179,2008-01-06,206505
180,180,2005-09-04,398410
181,181,2028-12-30,76898
182,182,2008-03-22,477639
183,183,2004-04-11,19800
184,184,2009-05-27,313470
185,185,2023-02-16,223407
186,186,2025-11-13,69000
187,187,2021-09-07,106408
188,188,2021-07-14,224951
189,189,2019-01-07,41550
190,190,2015-01-16,227185
191,191,2021-12-25,412620
192,192,2018-09-02,163350
193,193,2019-04-06,440213
194,194,2003-10-27,416005
195,195,2028-01-03,534893
196,196,2012-06-07,140235
197,197,2000-04-17,66224
198,198,2026-12-27,132664
199,199,2021-08-21,431605
200,200,2018-04-02,108136
201,201,2018-07-05,305176
202,202,2002-01-19,18503
203,203,2027-05-16,284818
204,204,2012-06-13,185551
205,205,2025-09-08,110563
206,206,2020-11-01,1071964
207,207,2011-04-14,53250
208,208,2004-03-02,268448
209,209,2003-11-20,177301
210,210,2029-07-29,81870
211,211,2009-05-14,276370
212,212,2000-03-15,302521
213,213,2009-03-20,112090
214,214,2008-05-08,429854
215,215,2019-09-20,7432
216,216,2005-12-28,320996
217,217,2013-03-01,587835
218,218,2016-10-09,98885
219,219,2021-04-27,163255
220,220,2006-05-02,207380
221,221,2011-04-21,207258
222,222,2011-01-24,291586
223,223,2028-11-21,82420
224,224,2000-03-21,221645
225,225,2020-08-31,467502
226,226,2003-05-20,321943
227,227,2028-06-17,196150
228,228,2026-03-21,391900
229,229,2000-09-23,630016
230,230,2008-10-05,1004304
231,231,2007-05-16,71248
232,232,2017-06-11,348972
233,233,2001-11-14,16845
234,234,2010-04-30,72576
235,235,2023-03-22,100252
236,236,2017-06-15,10950
237,237,2016-06-03,9000
238,238,2015-03-14,42056
239,239,2000-05-10,111480
240,240,2007-08-20,976586
241,241,2012-01-21,317126
242,242,2027-10-03,90420
243,243,2029-10-15,291143
244,244,2019-02-03,99716
245,245,2030-05-17,156349
246,246,2002-08-06,175036
247,247,2021-05-02,232460
248,248,2022-04-20,230986
249,249,2002-12-23,322695
250,250,2010-10-28,202559
251,251,2016-08-05,204932
252,252,2015-05-14,4500
253,253,2010-11-18,11536
254,254,2024-11-11,169327
255,255,2018-09-18,540584
256,256,2018-10-13,14345
257,257,2017-05-06,9000
258,258,2015-04-11,121292
259,259,2020-05-10,59456
260,260,2020-04-02,339416
261,261,2025-06-27,90288
262,262,2028-03-29,308073
263,263,2010-11-04,9654
264,264,2021-09-07,394368
265,265,2017-07-02,19308
266,266,2015-12-16,49400
267,267,2002-04-25,69747
268,268,2018-01-23,163344
269,269,2028-04-18,89098
270,270,2023-07-08,531292
271,271,2012-07-15,121698
272,272,2022-12-09,346659
273,273,2025-02-11,7654
274,274,2021-01-12,444425
275,275,2001-03-30,615159
276,276,2013-05-13,63230
277,277,2011-02-21,25767
278,278,2019-02-15,197076
279,279,2001-10-25,124200
280,280,2021-10-21,120862
281,281,2022-06-22,141660
282,282,2012-05-20,94500
283,283,2006-01-27,167560
284,284,2026-06-26,446763
285,285,2022-08-24,72738
286,286,2004-03-12,450932
287,287,2011-09-30,558117
288,288,2021-01-07,171600
289,289,2021-05-08,91313
290,290,2016-01-20,229285
291,291,2020-01-24,127308
292,292,2016-08-01,539719
293,293,2019-03-10,28840
294,294,2012-04-27,309669
295,295,2005-05-01,220164
296,296,2022-08-24,145926
297,297,2029-04-29,49500
298,298,2019-12-28,43062
299,299,2008-11-08,243863
300,300,2029-11-23,391089
301,301,2027-08-18,499248
302,302,2015-06-09,346340
303,303,2004-07-04,235272
304,304,2022-10-24,214750
305,305,2024-09-18,226835
306,306,2018-08-27,50062
307,307,2022-10-25,252091
308,308,2029-05-12,294050
309,309,2023-02-27,243282
310,310,2021-10-02,214799
311,311,2006-11-16,369224
312,312,2030-03-05,217627
313,313,2014-11-27,234555
314,314,2015-10-03,693670
315,315,2023-07-29,403050
316,316,2013-07-31,14345
317,317,2017-12-22,126640
318,318,2010-01-06,244703
319,319,2029-05-19,221966
320,320,2007-05-27,353720
321,321,2013-04-16,283941
322,322,2023-03-26,30758
323,323,2023-11-29,430422
324,324,2009-11-15,812833
325,325,2018-08-05,402096
326,326,2020-05-18,351501
327,327,2002-03-04,4500
328,328,2015-05-26,211532
329,329,2017-05-21,614975
330,330,2013-08-11,532582
331,331,2008-12-16,211892
332,332,2006-11-05,310702
333,333,2006-01-17,192498
334,334,2001-09-08,184218
335,335,2016-06-24,73228
336,336,2002-07-19,30600
337,337,2030-09-21,623547
338,338,2012-05-17,855134
339,339,2016-06-29,343797
340,340,2026-11-20,73768
341,341,2027-07-20,81018
342,342,2013-03-27,107956
343,343,2026-10-01,94026
344,344,2001-02-04,24962
345,345,2028-01-17,793011
346,346,2026-11-19,414788
347,347,2022-01-05,290431
348,348,2008-04-18,479983
349,349,2023-03-03,202162
350,350,2019-08-02,225795
351,351,2022-04-30,526900
352,352,2004-08-31,277267
353,353,2007-05-21,709144
354,354,2022-03-20,126119
355,355,2010-09-29,114072
356,356,2017-06-15,791915
357,357,2025-11-25,303445
358,358,2024-08-27,842203
359,359,2018-04-09,518597
360,360,2016-03-12,259834
361,361,2002-07-28,445198
362,362,2000-03-15,274890
363,363,2024-10-14,211976
364,364,2007-11-17,86886
365,365,2008-08-24,360144
366,366,2000-08-09,457515
367,367,2010-08-11,114072
368,368,2000-09-17,546202
369,369,2000-10-31,388418
370,370,2011-08-08,129945
371,371,2014-06-28,430138
372,372,2007-10-05,42953
373,373,2028-03-26,279923
374,374,2001-01-16,506536
375,375,2013-11-16,246660
376,376,2013-01-19,477979
377,377,2024-06-19,62208
378,378,2018-07-04,170828
379,379,2001-12-03,317626
380,380,2020-08-02,145275
381,381,2001-10-09,214626
382,382,2022-02-16,333835
383,383,2009-08-28,230854
384,384,2007-03-11,573793
385,385,2017-01-25,271388
386,386,2018-01-02,465531
387,387,2007-11-13,57312
388,388,2020-08-09,56070
389,389,2019-04-13,134298
390,390,2008-09-01,191400
391,391,2015-04-11,454633
392,392,2030-04-08,748920
393,393,2006-10-16,43876
394,394,2016-03-19,1027853
395,395,2020-07-26,208096
396,396,2027-01-10,191080
397,397,2008-11-26,156893
398,398,2005-05-14,177256
399,399,2019-06-17,220350
400,400,2000-07-16,99582
401,401,2015-12-09,307630
402,402,2004-12-12,579578
403,403,2005-09-14,364628
404,404,2018-01-22,831596
405,405,2027-11-27,171300
406,406,2005-04-29,578941
407,407,2019-07-22,467381
408,408,2018-08-12,25500
409,409,2025-11-16,850548
410,410,2027-08-04,194229
411,411,2026-09-11,260658
412,412,2008-08-14,33007
413,413,2003-06-07,67655
414,414,2027-10-26,231155
415,415,2022-04-15,64244
416,416,2018-04-10,248420
417,417,2006-10-20,246265
418,418,2004-06-14,648290
419,419,2018-07-25,166848
420,420,2006-10-27,247596
421,421,2030-01-13,7432
422,422,2004-07-29,166423
423,423,2013-03-23,72500
424,424,2011-06-11,650021
425,425,2009-02-01,304267
426,426,2004-08-14,750926
427,427,2003-09-08,27000
428,428,2022-12-12,240600
429,429,2027-08-10,473784
430,430,2002-11-24,474675
431,431,2028-02-15,43422
432,432,2008-08-08,9654
433,433,2021-08-16,315590
434,434,2026-12-15,18840
435,435,2000-11-11,570998
436,436,2000-10-13,540702
437,437,2014-01-24,265990
438,438,2019-02-15,195992
439,439,2010-05-02,98610
440,440,2002-05-14,270674
441,441,2000-06-23,102827
442,442,2023-05-28,202100
443,443,2027-12-02,271837
444,444,2003-03-04,45216
445,445,2008-06-08,341325
446,446,2024-05-09,75588
447,447,2009-09-23,721476
448,448,2003-10-02,145264
449,449,2009-07-17,145600
450,450,2018-03-21,473070
451,451,2006-01-13,206618
452,452,2016-09-16,84200
453,453,2007-11-19,141782
454,454,2006-03-29,628574
455,455,2020-09-06,57836
456,456,2026-07-26,621370
457,457,2012-05-02,29590
458,458,2027-04-14,222413
459,459,2028-10-18,196250
460,460,2017-11-22,132664
461,461,2028-07-16,16505
462,462,2021-10-13,210940
463,463,2022-04-07,43935
464,464,2013-11-25,397249
465,465,2023-02-19,86070
466,466,2007-10-26,365655
467,467,2022-05-06,106827
468,468,2026-11-01,119260
469,469,2023-03-06,9932
470,470,2026-11-13,28950
471,471,2008-10-31,235580
472,472,2010-09-13,166270
473,473,2022-04-23,32949
474,474,2011-01-01,539050
475,475,2022-06-18,771262
476,476,2006-04-12,461520
477,477,2022-10-01,288723
478,478,2018-07-22,150115
479,479,2000-06-24,65488
480,480,2010-02-21,188400
481,481,2013-03-29,74984
482,482,2004-02-18,328731
483,483,2018-03-05,251282
484,484,2012-03-10,59058
485,485,2005-03-14,323172
486,486,2011-10-07,175961
487,487,2024-03-03,181757
488,488,2009-02-23,768068
489,489,2015-07-21,748206
490,490,2006-04-08,84768
491,491,2026-05-16,551467
492,492,2002-08-18,554415
493,493,2009-11-06,40000
494,494,2027-04-16,506610
495,495,2010-12-22,456480
496,496,2011-08-20,60206
497,497,2019-05-09,28963
498,498,2006-03-20,59800
499,499,2013-03-29,242567
500,500,2013-01-13,398789
501,501,2017-11-08,50128
502,502,2008-11-04,149181
503,503,2011-08-27,136160
504,504,2029-09-07,14345
505,505,2012-03-03,144900
506,506,2012-12-22,311734
507,507,2010-03-08,124232
508,508,2018-01-07,303020
509,509,2024-06-18,237814
510,510,2013-04-05,513952
511,511,2005-01-14,96971
512,512,2010-06-30,110400
513,513,2003-05-30,417315
514,514,2020-06-30,1063160
515,515,2025-04-14,595536
516,516,2022-07-04,19908
517,517,2020-10-09,358625
518,518,2016-01-13,275490
519,519,2021-06-02,121335
520,520,2001-04-04,191400
521,521,2007-05-10,310616
522,522,2028-02-02,65724
523,523,2017-12-04,115348
524,524,2002-02-20,126896
525,525,2005-07-02,9200
526,526,2019-03-05,330420
527,527,2006-07-15,4500
528,528,2003-06-06,585428
529,529,2017-06-22,23000
530,530,2015-01-30,223981
531,531,2007-10-27,479979
532,532,2008-11-07,77098
533,533,2021-07-18,86278
534,534,2023-08-19,215023
535,535,2008-05-22,166992
536,536,2010-10-31,485274
537,537,2013-07-31,143184
538,538,2010-09-23,288960
539,539,2010-09-11,33472
540,540,2006-09-12,124936
541,541,2017-02-08,333170
542,542,2029-12-19,285259
543,543,2004-05-14,460474
544,544,2005-09-18,242926
545,545,2024-07-24,6600
546,546,2015-12-09,98111
547,547,2022-05-22,644059
548,548,2023-07-08,567792
549,549,2023-03-11,20663
550,550,2014-12-17,56285
551,551,2028-02-14,235938
552,552,2022-10-24,78325
553,553,2006-09-15,798395
554,554,2003-06-18,50850
555,555,2024-04-05,340893
556,556,2003-07-13,714734
557,557,2010-05-05,749445
558,558,2011-11-14,156828
559,559,2027-07-16,378900
560,560,2001-11-24,99000
561,561,2025-10-29,632980
562,562,2003-10-14,465145
563,563,2013-11-05,672530
564,564,2021-05-18,390570
565,565,2007-10-02,137700
566,566,2011-02-03,321379
567,567,2027-01-25,399595
568,568,2012-06-08,441849
569,569,2011-05-12,123552
570,570,2006-05-19,78254
571,571,2017-11-21,5768
572,572,2000-03-28,542827
573,573,2028-08-26,96315
574,574,2016-06-19,92288
575,575,2015-01-24,49040
576,576,2019-11-28,69216
577,577,2019-03-13,778351
578,578,2028-10-19,288150
579,579,2000-07-21,93879
580,580,2005-06-24,197754
581,581,2020-02-05,27500
582,582,2014-01-22,520343
583,583,2017-10-03,329600
584,584,1999-12-05,308536
585,585,2008-12-06,219238
586,586,2001-05-07,365129
587,587,2015-07-31,38712
588,588,2005-05-22,493662
589,589,2030-04-08,175005
590,590,2024-07-06,207604
591,591,2014-10-08,125592
592,592,2009-08-01,110855
593,593,2025-02-22,1179506
594,594,2015-07-05,326627
595,595,2012-08-04,57285
596,596,2019-07-15,532157
597,597,2017-12-22,90960
598,598,2006-12-21,283677
599,599,2016-02-14,143926
600,600,2020-10-07,95760
601,601,2008-12-17,54762
602,602,2003-10-16,87750
603,603,2015-11-29,231534
604,604,2015-09-28,605247
605,605,2020-12-22,173628
606,606,2023-09-29,14254
607,607,2017-11-12,668370
608,608,2010-02-05,125573
609,609,2000-01-22,265254
610,610,2017-05-20,200371
611,611,2010-11-03,716858
612,612,2015-09-23,210855
613,613,2030-05-21,642180
614,614,2000-01-04,6600
615,615,2005-07-24,130244
616,616,2019-12-31,259248
617,617,2025-06-28,304014
618,618,2027-09-10,87195
619,619,2028-05-11,159740
620,620,2024-09-18,216292
621,621,2025-02-27,613141
622,622,2005-12-13,141083
623,623,2020-11-08,27500
624,624,2022-02-05,12868
625,625,2019-03-01,500005
626,626,2026-10-13,134414
627,627,2013-10-28,316510
628,628,2004-08-31,689474
629,629,2027-12-31,214626
630,630,2006-04-05,3768
631,631,2020-10-12,100883
632,632,2030-01-30,109684
633,633,2011-06-15,107156
634,634,2022-10-04,706722
635,635,2022-10-05,157002
636,636,2014-05-27,117896
637,637,2017-07-25,316034
638,638,2016-09-08,470938
639,639,2027-02-15,30762
640,640,2009-02-01,152719
641,641,2013-03-03,30912
642,642,2012-07-18,47240
643,643,2011-02-02,57709
644,644,2010-08-17,152096
645,645,2025-02-20,430453
646,646,2025-05-26,4500
647,647,2026-02-20,128485
648,648,2018-03-31,106847
649,649,2003-01-21,253582
650,650,2019-01-28,24551
651,651,2015-05-26,458490
652,652,2009-02-03,372769
653,653,2010-03-14,5768
654,654,2001-09-09,470178
655,655,2019-05-05,342508
656,656,2030-04-01,563084
657,657,2019-05-23,287460
658,658,2024-12-26,361425
659,659,2000-10-18,159685
660,660,2023-01-05,104469
661,661,2009-09-19,212230
662,662,2019-01-25,397802
663,663,2026-04-11,541905
664,664,2029-11-18,214806
665,665,2029-04-07,314986
666,666,2022-06-25,202690
667,667,2010-10-16,106500
668,668,2018-06-25,596831
669,669,2025-02-21,52800
670,670,2001-09-08,477916
671,671,2022-06-13,94322
672,672,2016-06-04,45000
673,673,2030-02-17,45216
674,674,2027-11-06,185302
675,675,2021-04-14,233135
676,676,2005-12-24,133005
677,677,2023-05-15,59456
678,678,2014-05-22,32404
679,679,2018-08-14,386175
680,680,2007-03-20,380815
681,681,2022-07-06,505376
682,682,2030-07-01,203552
683,683,2001-02-20,149968
684,684,2019-11-21,734961
685,685,2026-08-08,87420
686,686,2007-01-04,175071
687,687,2000-11-25,415694
688,688,2024-11-08,964140
689,689,2018-09-06,55297
690,690,2028-10-08,54342
691,691,2010-06-12,403442
692,692,2011-04-19,22248
693,693,2005-02-18,239767
694,694,2014-05-21,376030
695,695,2004-05-24,497797
696,696,2007-05-28,513443
697,697,2018-09-18,207360
698,698,2018-07-05,282878
699,699,2026-04-06,679230
700,700,2016-05-09,441784
701,701,2003-04-06,83414
702,702,2008-05-31,515878
703,703,2009-06-02,9654
704,704,2013-06-04,74016
705,705,2000-06-06,259987
706,706,2018-12-20,315590
707,707,2010-08-02,427050
708,708,2007-11-01,493033
709,709,2018-07-01,196400
710,710,2007-03-17,310252
711,711,2016-03-10,209376
712,712,2026-04-19,14345
713,713,2012-12-15,139385
714,714,2004-02-10,667081
715,715,2029-12-19,102486
716,716,2013-02-13,145293
717,717,2030-04-27,116936
718,718,2006-01-27,260442
719,719,2015-10-07,155872
720,720,2020-01-16,121653
721,721,2016-10-26,20613
722,722,2023-07-20,168448
723,723,2018-03-27,54000
724,724,2014-06-23,22277
725,725,2010-11-20,121128
726,726,2006-06-27,160568
727,727,2020-05-25,292137
728,728,2019-01-01,528170
729,729,2015-08-18,553552
730,730,2022-07-28,38293
731,731,2005-08-13,553515
732,732,2027-07-16,299279
733,733,2025-01-14,259561
734,734,2024-05-22,455475
735,735,2007-02-22,449134
736,736,2008-05-27,300452
737,737,2023-08-24,415780
738,738,2010-12-28,157550
739,739,2008-12-21,103500
740,740,2006-01-21,71108
741,741,2022-04-20,219533
742,742,2000-05-17,59800
743,743,2017-04-24,153102
744,744,2004-02-10,361790
745,745,2020-12-14,115524
746,746,2005-08-28,301545
747,747,2014-02-13,162000
748,748,2001-07-09,362673
749,749,2017-04-29,257882
750,750,2016-06-18,306115
751,751,2020-03-25,36556
752,752,2023-01-31,208096
753,753,2024-10-12,28962
754,754,2005-02-26,250795
755,755,2011-01-09,354550
756,756,2016-05-17,385104
757,757,1999-10-23,189418
758,758,2022-06-19,94500
759,759,2023-01-20,117769
760,760,2028-04-13,185030
761,761,2029-01-14,162150
762,762,2017-06-09,126632
763,763,2015-09-12,208000
764,764,2024-10-10,276390
765,765,2019-04-21,175992
766,766,2018-06-01,535919
767,767,2016-11-14,315100
768,768,2000-10-24,23550
769,769,2019-05-02,92344
770,770,2017-07-12,660573
771,771,2029-01-18,94163
772,772,2021-10-03,145430
773,773,2000-09-12,259973
774,774,2019-10-22,277315
775,775,2026-11-16,308935
776,776,2003-10-04,115950
777,777,2010-12-04,12436
778,778,2022-02-15,53578
779,779,2024-06-01,213000
780,780,2020-02-05,684071
781,781,2008-08-31,195389
782,782,2010-07-26,42153
783,783,2026-01-23,48888
784,784,2014-10-09,139408
785,785,2004-08-11,8268
786,786,2010-06-15,336987
787,787,2012-01-23,92620
788,788,2026-11-23,13304
789,789,2018-03-29,712531
790,790,2023-10-02,158490
791,791,2028-12-09,505505
792,792,2022-07-20,102075
793,793,2029-08-13,122274
794,794,2006-09-23,131454
795,795,2023-12-26,297170
796,796,2018-07-30,409460
797,797,2026-04-23,5768
798,798,2010-09-01,81480
799,799,2020-05-03,26599
800,800,2023-04-07,30096
801,801,2015-06-17,168388
802,802,2020-11-05,49230
803,803,2003-08-06,96849
804,804,2018-04-05,345086
805,805,2009-01-11,289331
806,806,2020-06-19,217572
807,807,2003-09-26,218084
808,808,2019-02-26,384779
809,809,2021-04-05,226350
810,810,2001-12-12,18041
811,811,2026-07-17,232964
812,812,2021-03-11,230309
813,813,2022-08-26,34271
814,814,2023-12-09,105602
815,815,2005-01-28,414816
816,816,2006-09-26,131994
817,817,2026-10-16,39411
818,818,2010-07-07,25000
819,819,2009-05-14,440131
820,820,2019-01-06,360989
821,821,2015-02-18,157032
822,822,2007-07-09,166320
823,823,2008-03-20,404992
824,824,2030-06-14,191071
825,825,2026-07-19,124512
826,826,2006-05-25,480228
827,827,2030-10-26,34208
828,828,2026-12-14,115848
829,829,2008-01-06,14345
830,830,2030-08-02,77616
831,831,1999-11-28,29653
832,832,2011-12-24,416265
833,833,2018-06-09,267556
834,834,2014-03-18,424083
835,835,2028-12-02,11850
836,836,2017-08-26,103500
837,837,2030-08-21,73743
838,838,2023-04-16,116715
839,839,2000-03-29,339973
840,840,2001-06-30,227528
841,841,2029-11-06,147482
842,842,2013-07-06,51747
843,843,2005-01-05,961632
844,844,2005-02-21,516850
845,845,2017-12-27,32592
846,846,2016-02-09,127352
847,847,2005-07-27,45831
848,848,1999-09-24,195123
849,849,2001-12-12,494822
850,850,2018-07-11,273513
851,851,2024-11-15,791902
852,852,2001-09-15,427656
853,853,2021-12-31,505878
854,854,2003-11-27,483978
855,855,2028-04-07,208521
856,856,2022-11-06,554773
857,857,2027-05-29,172740
858,858,2002-11-21,147288
859,859,2027-11-24,274632
860,860,2003-09-30,703665
861,861,2011-11-06,65599
862,862,2013-12-30,296452
863,863,2019-02-26,132385
864,864,2002-12-30,485871
865,865,2005-11-18,18945
866,866,2026-07-13,45837
867,867,2019-10-21,327573
868,868,2022-09-06,404059
869,869,2022-10-17,11200
870,870,2004-11-27,476444
871,871,2002-09-04,474648
872,872,2002-01-21,165537
873,873,2030-01-26,377908
874,874,2019-03-23,500059
875,875,2013-02-18,275544
876,876,2015-01-07,147474
877,877,2028-03-07,915433
878,878,2003-05-30,378625
879,879,2011-10-06,88782
880,880,2010-05-11,209615
881,881,2029-12-21,196603
882,882,2017-07-18,207635
883,883,2030-01-15,211905
884,884,2022-09-01,336641
885,885,2012-09-20,320226
886,886,2020-05-06,142496
887,887,2010-02-22,22500
888,888,2018-04-22,108132
889,889,2018-09-16,719729
890,890,2019-11-28,101200
891,891,2016-12-08,100516
892,892,2011-04-04,409300
893,893,2000-12-07,153080
894,894,2000-06-28,246126
895,895,2011-01-16,222913
896,896,2023-11-03,360440
897,897,2005-10-19,146675
898,898,2026-11-02,321584
899,899,2006-05-20,181480
900,900,2028-01-03,270674
901,901,2007-11-19,580836
902,902,2026-05-04,179814
903,903,2023-09-21,479431
904,904,2005-12-01,211857
905,905,2026-01-24,546369
906,906,2010-12-09,83372
907,907,2013-10-29,258210
908,908,2014-07-23,241350
909,909,2010-09-27,182000
910,910,2000-07-20,21300
911,911,2017-06-30,155422
912,912,2021-07-07,206247
913,913,2028-11-22,313749
914,914,2007-05-01,101440
915,915,2025-05-08,323973
916,916,2004-10-27,43130
917,917,2017-08-04,374882
918,918,2024-02-07,372970
919,919,2000-03-27,187779
920,920,2016-12-31,101200
921,921,2028-10-10,305765
922,922,2005-10-05,59400
923,923,2019-02-24,166449
924,924,2006-09-22,62580
925,925,2010-09-23,372408
926,926,2024-11-07,388386
927,927,2004-06-09,217356
928,928,2000-05-09,319908
929,929,2002-02-11,543647
930,930,2024-05-24,482116
931,931,2008-09-15,188041
932,932,2000-09-01,437157
933,933,2018-01-01,191400
934,934,2023-08-28,16845
935,935,2000-10-11,36750
936,936,2028-12-15,222231
937,937,2004-12-04,433773
938,938,2013-11-17,104499
939,939,2017-02-15,175650
940,940,2025-09-09,90584
941,941,2021-07-31,9200
942,942,2009-11-27,324950
943,943,2000-05-13,144810
944,944,1999-09-22,62850
945,945,2021-01-23,312169
946,946,2000-07-24,15586
947,947,2020-07-08,91677
948,948,2013-01-29,91870
949,949,2028-06-24,165000
950,950,2024-09-12,344147
951,951,2013-10-18,29153
952,952,2023-06-16,475180
953,953,2011-02-15,481176
954,954,2022-05-10,347841
955,955,2009-02-10,652679
956,956,2002-02-19,172618
957,957,2022-01-06,141232
958,958,2024-07-10,406077
959,959,2010-10-25,37680
960,960,2025-06-03,87400
961,961,2015-03-18,535462
962,962,2002-03-20,114510
963,963,2030-03-19,256747
964,964,2022-10-30,184950
965,965,2016-05-04,515341
966,966,2020-08-26,168584
967,967,2000-11-22,85032
968,968,2021-12-10,135630
969,969,2025-03-31,279532
970,970,2027-12-05,157990
971,971,2016-02-03,130785
972,972,2027-01-01,130500
973,973,2020-03-24,67392
974,974,2029-12-10,11600
975,975,2006-04-24,247356
976,976,2001-10-23,193341
977,977,2001-01-23,217851
978,978,2009-07-26,680647
979,979,2006-07-17,86664
980,980,2020-08-13,292078
981,981,2027-11-08,52752
982,982,2025-03-24,48270
983,983,2010-03-01,68886
984,984,2023-08-25,295363
985,985,2007-10-10,129145
986,986,2022-06-10,9654
987,987,2015-11-03,39600
988,988,2004-08-22,157528
989,989,2024-01-27,107040
990,990,2022-11-13,17586
991,991,2015-04-11,372360
992,992,2008-03-25,338346
993,993,2010-08-11,183311
994,994,2028-10-07,461430
995,995,2000-02-17,27834
996,996,2028-03-22,143203
997,997,2012-08-14,256905
998,998,2018-12-22,37500
999,999,2003-10-14,130694
